meta_book,meta_bookAbbrev,meta_bookIndex,meta_chapterIndex,meta_verseIndex,title,id,url,text
Genesis,gn,0,0,0,Genesis Chapter 1 Verse 1,gn_1_1,https://en.wikipedia.org/wiki/Bible,At the first God made the heaven and the earth.
Genesis,gn,0,0,1,Genesis Chapter 1 Verse 2,gn_1_2,https://en.wikipedia.org/wiki/Bible,And the earth was waste and without form; and it was dark on the face of the deep: and the Spirit of God was moving on the face of the waters.
Genesis,gn,0,0,2,Genesis Chapter 1 Verse 3,gn_1_3,https://en.wikipedia.org/wiki/Bible,"And God said, Let there be light: and there was light."
Genesis,gn,0,0,3,Genesis Chapter 1 Verse 4,gn_1_4,https://en.wikipedia.org/wiki/Bible,"And God, looking on the light, saw that it was good: and God made a division between the light and the dark,"
Genesis,gn,0,0,4,Genesis Chapter 1 Verse 5,gn_1_5,https://en.wikipedia.org/wiki/Bible,"Naming the light, Day, and the dark, Night. And there was evening and there was morning, the first day."
Genesis,gn,0,0,5,Genesis Chapter 1 Verse 6,gn_1_6,https://en.wikipedia.org/wiki/Bible,"And God said, Let there be a solid arch stretching over the waters, parting the waters from the waters."
Genesis,gn,0,0,6,Genesis Chapter 1 Verse 7,gn_1_7,https://en.wikipedia.org/wiki/Bible,And God made the arch for a division between the waters which were under the arch and those which were over it: and it was so.
Genesis,gn,0,0,7,Genesis Chapter 1 Verse 8,gn_1_8,https://en.wikipedia.org/wiki/Bible,"And God gave the arch the name of Heaven. And there was evening and there was morning, the second day."
Genesis,gn,0,0,8,Genesis Chapter 1 Verse 9,gn_1_9,https://en.wikipedia.org/wiki/Bible,"And God said, Let the waters under the heaven come together in one place, and let the dry land be seen: and it was so."
Genesis,gn,0,0,9,Genesis Chapter 1 Verse 10,gn_1_10,https://en.wikipedia.org/wiki/Bible,And God gave the dry land the name of Earth; and the waters together in their place were named Seas: and God saw that it was good.
Genesis,gn,0,0,10,Genesis Chapter 1 Verse 11,gn_1_11,https://en.wikipedia.org/wiki/Bible,"And God said, Let grass come up on the earth, and plants producing seed, and fruit-trees giving fruit, in which is their seed, after their sort: and it was so."
Genesis,gn,0,0,11,Genesis Chapter 1 Verse 12,gn_1_12,https://en.wikipedia.org/wiki/Bible,"And grass came up on the earth, and every plant producing seed of its sort, and every tree producing fruit, in which is its seed, of its sort: and God saw that it was good."
Genesis,gn,0,0,12,Genesis Chapter 1 Verse 13,gn_1_13,https://en.wikipedia.org/wiki/Bible,"And there was evening and there was morning, the third day."
Genesis,gn,0,0,13,Genesis Chapter 1 Verse 14,gn_1_14,https://en.wikipedia.org/wiki/Bible,"And God said, Let there be lights in the arch of heaven, for a division between the day and the night, and let them be for signs, and for marking the changes of the year, and for days and for years:"
Genesis,gn,0,0,14,Genesis Chapter 1 Verse 15,gn_1_15,https://en.wikipedia.org/wiki/Bible,And let them be for lights in the arch of heaven to give light on the earth: and it was so.
Genesis,gn,0,0,15,Genesis Chapter 1 Verse 16,gn_1_16,https://en.wikipedia.org/wiki/Bible,"And God made the two great lights: the greater light to be the ruler of the day, and the smaller light to be the ruler of the night: and he made the stars."
Genesis,gn,0,0,16,Genesis Chapter 1 Verse 17,gn_1_17,https://en.wikipedia.org/wiki/Bible,"And God put them in the arch of heaven, to give light on the earth;"
Genesis,gn,0,0,17,Genesis Chapter 1 Verse 18,gn_1_18,https://en.wikipedia.org/wiki/Bible,"To have rule over the day and the night, and for a division between the light and the dark: and God saw that it was good."
Genesis,gn,0,0,18,Genesis Chapter 1 Verse 19,gn_1_19,https://en.wikipedia.org/wiki/Bible,"And there was evening and there was morning, the fourth day."
Genesis,gn,0,0,19,Genesis Chapter 1 Verse 20,gn_1_20,https://en.wikipedia.org/wiki/Bible,"And God said, Let the waters be full of living things, and let birds be in flight over the earth under the arch of heaven."
Genesis,gn,0,0,20,Genesis Chapter 1 Verse 21,gn_1_21,https://en.wikipedia.org/wiki/Bible,"And God made great sea-beasts, and every sort of living and moving thing with which the waters were full, and every sort of winged bird: and God saw that it was good."
Genesis,gn,0,0,21,Genesis Chapter 1 Verse 22,gn_1_22,https://en.wikipedia.org/wiki/Bible,"And God gave them his blessing, saying, Be fertile and have increase, making all the waters of the seas full, and let the birds be increased in the earth."
Genesis,gn,0,0,22,Genesis Chapter 1 Verse 23,gn_1_23,https://en.wikipedia.org/wiki/Bible,"And there was evening and there was morning, the fifth day."
